datetime;conductivity;temperature1;temperature 1 corrected;pressure;temperature2;température corrected;voltage;Remarks
2024-07-18T19:23:12;35680;4.63;4.87;5.306;2.8;2.86;3.964;
2024-07-18T19:23:13;35840;4.72;4.96;5.05;2.9;2.96;3.964;
2024-07-18T19:23:14;36040;4.9;5.14;4.685;3;3.06;3.964;
2024-07-18T19:23:14;36080;5.02;5.26;4.429;3.1;3.17;3.964;
2024-07-18T19:23:15;36110;5.15;5.39;4.215;3.2;3.27;3.964;
2024-07-18T19:23:16;36140;5.16;5.4;3.891;3.2;3.27;3.964;
2024-07-18T19:23:17;36210;5.22;5.46;3.664;3.3;3.37;3.964;
2024-07-18T19:23:17;36320;5.29;5.53;3.309;3.4;3.47;3.964;
2024-07-18T19:23:18;36920;5.51;5.74;3.029;3.5;3.57;3.966;
2024-07-18T19:23:19;37440;6.03;6.26;2.644;3.6;3.67;3.964;
2024-07-18T19:23:20;37650;6.45;6.68;2.419;3.8;3.88;3.964;
2024-07-18T19:23:20;37850;6.76;6.98;2.077;4;4.08;3.964;
2024-07-18T19:23:21;37950;7.08;7.3;1.747;4.2;4.28;3.964;
2024-07-18T19:23:22;38060;7.26;7.48;1.435;4.4;4.49;3.974;
2024-07-18T19:23:23;38380;7.45;7.67;1.143;4.6;4.69;3.976;
2024-07-18T19:23:23;38720;7.91;8.12;0.764;4.8;4.89;3.974;
2024-07-18T19:23:24;38810;8.2;8.41;0.464;5;5.1;3.974;Fin du profil
2024-07-18T19:23:25;38820;8.36;8.57;0.103;5.2;5.3;3.974;
2024-07-18T19:23:26;38840;8.44;8.65;-0.136;5.4;5.5;3.976;
2024-07-18T19:23:27;38840;8.47;8.68;-0.436;5.6;5.7;3.976;
2024-07-18T19:23:27;38850;8.54;8.75;-0.598;5.7;5.81;3.974;
2024-07-18T19:23:28;38820;8.53;8.74;-0.839;5.9;6.01;3.974;
2024-07-18T19:23:29;38830;8.49;8.7;-0.971;6;6.11;3.968;
2024-07-18T19:23:30;38820;8.51;8.72;-1.243;6.1;6.21;3.972;
2024-07-18T19:23:30;38870;8.52;8.73;-1.317;6.2;6.31;3.968;
2024-07-18T19:23:31;38890;8.53;8.74;-1.334;6.3;6.42;3.968;
2024-07-18T19:23:32;37590;8.55;8.76;-1.415;6.4;6.52;3.948;
2024-07-18T19:23:33;34560;8.57;8.78;-1.427;6.5;6.62;3.948;
2024-07-18T19:23:33;35110;8.51;8.72;-1.43;6.5;6.62;3.852;
2024-07-18T19:23:34;34860;8.55;8.76;-1.43;6.6;6.72;3.846;
2024-07-18T19:23:35;35130;8.55;8.76;-1.431;6.6;6.72;3.85;
2024-07-18T19:23:36;26280;8.55;8.76;-1.427;6.6;6.72;3.848;
2024-07-18T19:23:36;12050;8.53;8.74;-1.426;6.7;6.82;3.784;
2024-07-18T19:23:37;12290;8.51;8.72;-1.434;6.7;6.82;3.796;
2024-07-18T19:23:38;12780;8.55;8.76;-1.434;6.7;6.82;3.804;
2024-07-18T19:23:39;12460;8.52;8.73;-1.431;6.7;6.82;3.808;
2024-07-18T19:23:39;12230;8.49;8.7;-1.427;6.7;6.82;3.808;
2024-07-18T19:23:40;12160;8.51;8.72;-1.429;6.8;6.92;3.79;
2024-07-18T19:23:41;12210;8.54;8.75;-1.428;6.8;6.92;3.746;
